,Country,Legal Status,Remaining Text,Reference number,Citation Id,Citation Link,Citation Date,Citation number,Article Contents,Article Contents (EN),Dominant_Topic,Topic_Words,Dominant_Topic2,Topic_Words2
134,Malta,Legal," As of 2017[update], Malta does not have any regulations specifically pertaining to bitcoins.[3]: Malta  In 2017, the country's prime minister Joseph Muscat announced the approval of a national strategy to promote bitcoin and blockchain technology. Muscat specifically addressed the bitcoin blockchain's ability to handle, store and process sensitive data in an immutable and decentralized ecosystem.[183]",183,cite_note-183,https://www.regjeringen.no/no/aktuelt/bitcoin-er-unntatt-fra-merverdiavgift/id2538128/,"['9 February 2017', '2 April 2017']",183,"– Enkelte har opplevd usikkerhet knyttet til den avgiftsmessige behandlingen av bitcoin. Jeg er svært fornøyd med at det nå har kommet en avklaring på dette spørsmålet. Dette ivaretar hensynet til likebehandling og forutberegnelighet, sier finansminister Siv Jensen (FrP).

Bitcoin er en desentralisert digital valuta, noe som betyr at den hverken er utstedt eller regulert av noen sentralbank. Skattedirektoratet har tidligere lagt til grunn at veksling av bitcoin ikke er omfattet av merverdiavgiftsunntaket for finansielle tjenester og dermed er en avgiftspliktig tjeneste. I EU er tilsvarende tjeneste unntatt fra merverdiavgift etter en avgjørelse i EU-domstolen 22. oktober 2015. Etter EU-domstolens avgjørelse ba Finansdepartementet Skattedirektoratet om å vurdere merverdiavgiftsbehandlingen av digital valuta på nytt. I sin fornyede vurdering konkluderte Skattedirektoratet med at tjenester som gjelder veksling av bitcoin er omfattet av unntaket for finansielle tjenester i merverdiavgiftsloven. Finansdepartementet er enig i direktoratets vurdering av spørsmålet.

Les brevet fra Finansdepartementet","- Some have experienced uncertainty related to the tax treatment of bitcoin.I am very pleased that there has now been clarification on this issue.This safeguards the consideration of equal treatment and predictability, says Finance Minister Siv Jensen (Frp).

Bitcoin is a decentralized digital currency, which means that it is neither issued nor regulated by any central bank.The Directorate of Taxes has previously assumed that the exchange of bitcoin is not covered by the VAT exemption for financial services and thus is a taxable service.In the EU, corresponding service is exempt from value added tax following a decision in the European Court of Justice on October 22, 2015. Following the decision of the European Court of Justice, the Ministry of Finance asked the Tax Directorate to reconsider the VAT processing of digital currency.In its renewed assessment, the Directorate of Taxes concluded that services relating to Bitcoin are covered by the exception for financial services in the Value Added Tax Act.The Ministry of Finance agrees with the Directorate's assessment of the question.

Read the letter from the Ministry of Finance",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",0,"[('use', 0.062151197), ('copyright', 0.024864022), ('library', 0.019866286), ('government', 0.019797979), ('item', 0.018867392), ('law', 0.018566867), ('bitcoin', 0.017421842), ('reuse', 0.017286222), ('right', 0.016354026), ('permission', 0.016217122)]"
135,Marshall Islands,Legal," Decentralised autonomous organisations (DAOs), which are blockchain-based, are considered legal entities in the Marshall Islands.[citation needed]",,,,,,No Link,No Link,3,"[('considered', 0.022016792), ('2017', 0.021513287), ('bitcoins', 0.020538213), ('transaction', 0.020065809), ('3', 0.019932097), ('legal', 0.01895857), ('financial', 0.018932981), ('tax', 0.018423745), ('blockchain', 0.016945496), ('including', 0.015137982)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
136,Mauritius,Legal," The Financial Services Commission of Mauritius considers cryptocurrencies to be regulated as a Digital Asset under the Financial Services Act 2007, and while it cautions investors they are not protected by any statutory compensation agreements, they are legal.[23]",23,cite_note-23,https://www.fscmauritius.org/media/55003/guidance-note-on-the-recognition-of-digital-assets.pdf,['17 September 2018'],23,,Translation Unavailable,1,"[('cryptocurrency', 0.039894804), ('financial', 0.03495469), ('2018', 0.020681204), ('exchange', 0.0182124), ('transaction', 0.017677767), ('cryptocurrencies', 0.017443212), ('trading', 0.01689826), ('ban', 0.015825065), ('payment', 0.014948157), ('regulation', 0.012330683)]",8,"[('crypto', 0.070355825), ('report', 0.047153495), ('asset', 0.037488226), ('unavailable', 0.035197947), ('law', 0.032530762), ('translation', 0.029793777), ('cryptocurrencies', 0.024107039), ('currency', 0.019878889), ('legal', 0.019419), ('business', 0.017929077)]"
137,Mexico,Legal," Bitcoin was legal in Mexico as of 2017, with plans to regulate it as a virtual asset by the FinTech Law.[38]",38,cite_note-elfinanciero20190322-38,https://www.elfinanciero.com.mx/mercados/regulacion-sobre-bitcoin-avanza-con-ley-fintech.html,['22 March 2019'],38,"Ante el crecimiento en la popularidad de empresas de fondeo colectivo, crowfunding, y de plataformas de pagos con bitcoins o criptomonedas en México, la Comisión Nacional Bancaria y de Valores (CNBV) considera una necesidad apremiante la promulgación de la Ley Fintech, con el fin de aminorar eventos de fraude, de estafas y de lavado de dinero que pudiera darse con estas tecnologías.



Consultado por EL FINANCIERO, Carlos Orta, vicepresidente de Política Regulatoria de la CNBV, explicó que la Ley Fintech, que sigue siendo un proyecto, podrá regular a las plataformas que ofrecen al público comprar y vender ""activos virtuales"", o realizar con estos transferencias y pagos a través de dichas plataformas.



Estos activos virtuales estarán definidos como una unidad digital cuyo uso por el público sea similar a aquel que corresponda a la moneda de curso legal, siendo el Banco de México (Banxico) quien determinará lo que será considerado como ""activos virtuales"" para que estos únicamente sean operados a través de plataformas autorizadas y supervisadas por la CNBV.

Carlos Orta detalló que ""la CNBV no supervisa aún a dicho sector, por lo que no ha llevado a cabo revisiones de estafas, lavado de dinero o fraudes; por ello, es importante la promulgación de la Ley, puesto que otorgará facultades a la Comisión para regular y supervisar a estas plataformas con el fin de aminorar los riesgo antes mencionados, entre otros"".



El vicepresidente de Política Regulatoria de la CNBV precisó que la justificación de reconocer ciertas criptomonedas y regular a las plataformas que ofrezcan al público adquirirlas, es la protección al consumidor, debido a los riesgos que representa la operación de dichos activos.



Por ejemplo, dijo, los bitcoins tienen una alta volatilidad, por lo que las personas deben tener muy claro que al mantener bitcoins su patrimonio puede verse afectado y dicho riesgo deberá ser dado a conocer por las plataformas a través de las cuales se operen activos virtuales similares a los bitcoins.



MENOR RIESGO DE FRAUDE

​

Asimismo, los riesgos de fraude o de uso indebido de datos personales se aminoran en una plataforma al ser una entidad autorizada, regulada y supervisada por las autoridades financieras.



Con base a lo anterior, Daniel Vogel, presidente y co-fundador de Bitso, afirmó que ""en México ya se está negociando una regulación, sobre todo en lo Fintech, con varias empresas de fondeo colectivo o plataformas de pagos de bitcoin o monedas virtuales; pensamos que se va a conseguir este año.



""El tema de la confianza es interesante, en nuestra plataforma la gente pone un alto grado de confianza, pero nosotros pensamos que una empresa como la nuestra debe ser regulada. Puede ser que nosotros hagamos bien las cosas y nunca sabes si las demás personas son honestas"", aseveró Vogel.



En tanto, el funcionario de la CNBV resaltó que sólo si el Banxico otorga a los bitcoins el carácter de activos virtuales y a través de las plataformas se pueden comprar y vender, o realizar transferencias y pagos con bitcoins, las plataformas deberán requerir la autorización de la CNBV para operar.



Dicha autorización se otorgará con el previo acuerdo de un comité en el que participará la Secretaría de Hacienda, la CNBV y el Banxico. Asimismo, la CNBV llevará un registro que será público en su página de internet de las plataformas que hayan sido autorizadas para operar con activos virtuales, concluyó.","Given the growth in the popularity of collective anchorage companies, crowfunding, and for payment platforms with bitcoins or cryptocurrento reduce fraud events, scams and money laundering that could occur with these technologies.



Consulted by El Financiero, Carlos Orta, Vice President of Regulatory Policy of the CNBV, explained that the Fintech law, which remains a project, may regulate the platforms that offer the public to buy and sell ""virtual assets"", or make with these transfersand payments through these platforms.



These virtual assets will be defined as a digital unit whose use by the public is similar to the one that corresponds to the legal tender, being the Bank of Mexico (Banxico) who will determine what will be considered as ""virtual assets"" so that these onlyare operated through authorized and supervised platforms by the CNBV.

Carlos Orta explained that ""the CNBV does not yet supervise that sector, so it has not carried out scam reviews, money laundering or fraud; therefore, the promulgation of the law is important, since it will grant powers to the commissionto regulate and supervise these platforms in order to reduce the aforementioned risk, among others. ""



The Vice President of Regulatory Policy of the CNBV said that the justification of recognizing certain cryptocurrencies and regular the platforms that offer the public to acquire them, is consumer protection, due to the risks of the operation of said assets.



For example, he said, Bitcoins have high volatility, so people must be very clear that keeping bitcoins their heritage can be affected and said risk must be disclosed by platforms through which virtual assets are operatedsimilar to bitcoins.



Lower fraud risk



Likewise, the risks of fraud or improper use of personal data are reduced on a platform to be an authorized entity, regulated and supervised by the financial authorities.



Based on the above, Daniel Vogel, president and co-founder of Bitso, said that ""in Mexico a regulation is already being negotiated, especially in the Fintech, with several collective funding companies or Bitcoin payment platforms or virtual currenciesWe think it will be achieved this year.



""The issue of trust is interesting, on our platform people put a high degree of trust, but we think that a company like ours must be regulated. It may be that we do things well and you never know if other people areHonest, ""said Vogel.



Meanwhile, the CNBV official stressed that only if Banxico gives Bitcoins the character of virtual assets and through the platforms can be purchased and sold, or making transfers and payments with bitcoins, the platforms must require the authorization of theCNBV to operate.



This authorization will be granted with the prior agreement of a committee in which the Ministry of Finance, the CNBV and the Banxico will participate.Likewise, the CNBV will keep a record that will be public on its website of the platforms that have been authorized to operate with virtual assets, he concluded.",6,"[('cryptocurrency', 0.031768546), ('virtual', 0.029607689), ('use', 0.02090096), ('state', 0.020772124), ('payment', 0.020059291), ('legal', 0.019635182), ('ban', 0.017162815), ('government', 0.016882187), ('bitcoins', 0.015462362), ('cryptocurrencies', 0.015034701)]",0,"[('use', 0.062151197), ('copyright', 0.024864022), ('library', 0.019866286), ('government', 0.019797979), ('item', 0.018867392), ('law', 0.018566867), ('bitcoin', 0.017421842), ('reuse', 0.017286222), ('right', 0.016354026), ('permission', 0.016217122)]"
138,Morocco,Illegal," On 20 November 2017 the exchange office issued a public statement in which it declared, ""The Office des Changes wishes to inform the general public that the transactions via virtual currencies constitute an infringement of the exchange regulations, liable to penalties and fines provided for by [existing laws] in force.""[14]: 87  The following day, the monetary authorities also reacted in a statement issued jointly by the Ministry of Economy and Finance, Bank Al-Maghrib and the Moroccan Capital Market Authority (AMMC), warning against risks associated with bitcoin, which may be used ""for illicit or criminal purposes, including money laundering and terrorist financing"".[15] On 19 December 2017, Abdellatif Jouahri, governor of Bank Al-Maghrib, said at a press conference held in Rabat during the last quarterly meeting of the Bank Al-Maghrib's Board of 2017 that bitcoin is not a currency but a ""financial asset"". He also warned of its dangers and called for a framework to be put in place for consumer protection.[16]",15,cite_note-15,http://www.ammc.ma/sites/default/files/communique%20monnaies%20virtuelles%20FR_0.pdf,['3 January 2019'],15,No Link,No Link,1,"[('cryptocurrency', 0.039894804), ('financial', 0.03495469), ('2018', 0.020681204), ('exchange', 0.0182124), ('transaction', 0.017677767), ('cryptocurrencies', 0.017443212), ('trading', 0.01689826), ('ban', 0.015825065), ('payment', 0.014948157), ('regulation', 0.012330683)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
139,Morocco,Illegal," On 20 November 2017 the exchange office issued a public statement in which it declared, ""The Office des Changes wishes to inform the general public that the transactions via virtual currencies constitute an infringement of the exchange regulations, liable to penalties and fines provided for by [existing laws] in force.""[14]: 87  The following day, the monetary authorities also reacted in a statement issued jointly by the Ministry of Economy and Finance, Bank Al-Maghrib and the Moroccan Capital Market Authority (AMMC), warning against risks associated with bitcoin, which may be used ""for illicit or criminal purposes, including money laundering and terrorist financing"".[15] On 19 December 2017, Abdellatif Jouahri, governor of Bank Al-Maghrib, said at a press conference held in Rabat during the last quarterly meeting of the Bank Al-Maghrib's Board of 2017 that bitcoin is not a currency but a ""financial asset"". He also warned of its dangers and called for a framework to be put in place for consumer protection.[16]",16,cite_note-16,http://www.menara.ma/fr/actualit%C3%A9s/economie/2017/12/20/2333841-le-digital-champ-de-bataille-de-bank-al-maghrib-en-2018.html,['3 January 2019'],16,No Link,No Link,1,"[('cryptocurrency', 0.039894804), ('financial', 0.03495469), ('2018', 0.020681204), ('exchange', 0.0182124), ('transaction', 0.017677767), ('cryptocurrencies', 0.017443212), ('trading', 0.01689826), ('ban', 0.015825065), ('payment', 0.014948157), ('regulation', 0.012330683)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
140,Morocco,Illegal," On 20 November 2017 the exchange office issued a public statement in which it declared, ""The Office des Changes wishes to inform the general public that the transactions via virtual currencies constitute an infringement of the exchange regulations, liable to penalties and fines provided for by [existing laws] in force.""[14]: 87  The following day, the monetary authorities also reacted in a statement issued jointly by the Ministry of Economy and Finance, Bank Al-Maghrib and the Moroccan Capital Market Authority (AMMC), warning against risks associated with bitcoin, which may be used ""for illicit or criminal purposes, including money laundering and terrorist financing"".[15] On 19 December 2017, Abdellatif Jouahri, governor of Bank Al-Maghrib, said at a press conference held in Rabat during the last quarterly meeting of the Bank Al-Maghrib's Board of 2017 that bitcoin is not a currency but a ""financial asset"". He also warned of its dangers and called for a framework to be put in place for consumer protection.[16]",14,cite_note-RCAWJune2018LOC-14,https://www.loc.gov/item/2021687419/,['14 August 2018'],14,"Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.","Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.",1,"[('cryptocurrency', 0.039894804), ('financial', 0.03495469), ('2018', 0.020681204), ('exchange', 0.0182124), ('transaction', 0.017677767), ('cryptocurrencies', 0.017443212), ('trading', 0.01689826), ('ban', 0.015825065), ('payment', 0.014948157), ('regulation', 0.012330683)]",1,"[('use', 0.035869658), ('translation', 0.022106161), ('unavailable', 0.02210551), ('digital', 0.02120728), ('permission', 0.018492848), ('right', 0.017274445), ('bitcoin', 0.017273907), ('also', 0.017009981), ('law', 0.016546033), ('currency', 0.016354725)]"
141,Namibia,Legal /  Banking ban, In September 2017 the Bank of Namibia issued a position paper on virtual currencies entitled[27] wherein it declared cryptocurrency exchanges are not allowed and cryptocurrency cannot be accepted as payment for goods and services.,27,cite_note-27,https://www.bon.com.na/CMSTemplates/Bon/Files/bon.com.na/c6/c6e59534-4bc8-4730-a091-eaffa172d2e9.pdf,NA,27,No Link,No Link,0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",4,"[('bitcoin', 0.041835908), ('use', 0.035592847), ('item', 0.017968236), ('permission', 0.01764473), ('legal', 0.017348329), ('library', 0.017226133), ('right', 0.0170403), ('may', 0.016907401), ('currency', 0.016311739), ('bank', 0.016299358)]"
142,Nepal,Illegal, Absolute ban.[14] The use of any cryptocurrency is illegal in Nepal.[92],92,cite_note-92,https://www.nrb.org.np/2020/11/%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2%E0%A4%AE%E0%A4%BE-bitcoin-%E0%A4%B2%E0%A4%97%E0%A4%BE%E0%A4%AF%E0%A4%A4%E0%A4%95%E0%A4%BE-cryptocurrency-%E0%A4%B9%E0%A4%B0%E0%A5%81%E0%A4%95%E0%A5%8B/,['9 September 2021'],92,"We use cookies to enhance your experience in our website. By visiting it, you agree our Cookies Policy I Understand","We use cookies to enhance your experience in our website. By visiting it, you agree our Cookies Policy I Understand",6,"[('cryptocurrency', 0.031768546), ('virtual', 0.029607689), ('use', 0.02090096), ('state', 0.020772124), ('payment', 0.020059291), ('legal', 0.019635182), ('ban', 0.017162815), ('government', 0.016882187), ('bitcoins', 0.015462362), ('cryptocurrencies', 0.015034701)]",0,"[('use', 0.062151197), ('copyright', 0.024864022), ('library', 0.019866286), ('government', 0.019797979), ('item', 0.018867392), ('law', 0.018566867), ('bitcoin', 0.017421842), ('reuse', 0.017286222), ('right', 0.016354026), ('permission', 0.016217122)]"
143,Nepal,Illegal, Absolute ban.[14] The use of any cryptocurrency is illegal in Nepal.[92],14,cite_note-RCAWJune2018LOC-14,https://www.loc.gov/item/2021687419/,['14 August 2018'],14,"Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.","Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.",6,"[('cryptocurrency', 0.031768546), ('virtual', 0.029607689), ('use', 0.02090096), ('state', 0.020772124), ('payment', 0.020059291), ('legal', 0.019635182), ('ban', 0.017162815), ('government', 0.016882187), ('bitcoins', 0.015462362), ('cryptocurrencies', 0.015034701)]",1,"[('use', 0.035869658), ('translation', 0.022106161), ('unavailable', 0.02210551), ('digital', 0.02120728), ('permission', 0.018492848), ('right', 0.017274445), ('bitcoin', 0.017273907), ('also', 0.017009981), ('law', 0.016546033), ('currency', 0.016354725)]"
144,Netherlands,Legal," As of 2013[update], ""alternative virtual currencies"" such as bitcoin are not classified as money and do not fall within the scope of the Act on Financial Supervision of the Netherlands.[3]: Netherlands  When dealing with cryptocurrencies one must declare them and pay taxes to the Dutch Tax and Customs Administration.[188]",3,cite_note-regulation-3,https://www.loc.gov/item/2014427360/,['15 January 2022'],3,"Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.","Publications of the Law Library of Congress are works of the United States Government as defined in the United States Code 17 U.S.C. §105 and therefore are not subject to copyright and are free to use and reuse. The Library of Congress has no objection to the international use and reuse of Library U.S. Government works on loc.gov. These works are also available for worldwide use and reuse under CC0 1.0 Universal.

However, copyright protections may apply to copyrighted images or material from a third party that is contained in the publication. Please note that the written permission of the copyright owners and/or other rights holders (such as publicity and/or privacy rights) is required for distribution, reproduction, or other use of protected items beyond that allowed by fair use or other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. You are responsible for deciding whether your use of the items in this collection is legal. You will need written permission from the rightsholders to copy, distribute, or otherwise use copyrighted materials except as allowed by fair use or other statutory exemptions. Some materials may be protected under international law. You may also need permission from holders of other rights, such as publicity and/or privacy rights.

Credit Line: Law Library of Congress

More about Copyright and other Restrictions

For guidance about compiling full citations consult Citing Primary Sources.",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",1,"[('use', 0.035869658), ('translation', 0.022106161), ('unavailable', 0.02210551), ('digital', 0.02120728), ('permission', 0.018492848), ('right', 0.017274445), ('bitcoin', 0.017273907), ('also', 0.017009981), ('law', 0.016546033), ('currency', 0.016354725)]"
145,Netherlands,Legal," As of 2013[update], ""alternative virtual currencies"" such as bitcoin are not classified as money and do not fall within the scope of the Act on Financial Supervision of the Netherlands.[3]: Netherlands  When dealing with cryptocurrencies one must declare them and pay taxes to the Dutch Tax and Customs Administration.[188]",188,cite_note-188,https://chronicle.lu/category/business-1/13635-snapswap-granted-license-for-eu-operations,"['12 October 2015', '6 November 2019']",188,"Luxembourg Minister of Finance Pierre Gramegna has granted a license to provide services as a regulated payment institution to SnapSwap International S.A., the company reported today.

The license will allow SnapSwap, a team of engineers and financial specialists building payment and settlement technology products and services, to offer payments, remittances and currency exchange services utilising modern cryptographic technologies, crypto-currencies and internet protocols, such as blockchain and open ledger consensus.

SnapSwap announced it will start its operations for the European Union out of Luxembourg, where it holds its international headquarters, in January 2016. It will be held under the regulatory supervision of the Commission de Surveillance du Secteur Financier (CSSF), as a payment institution pursuant to the 'Law of 10 November 2009 on payment services, on the activity of electronic money institution and settlement finality on payment and securitites settlement systems'.

SnapSwap's operations, beginning in early 2016, will involve holding payment accounts and providing services to individuals, companies and financial institutions within the European Union and worldwide. The company is able to process payment instruments on distributed payment networks, allowing faster, less expensive and more accessible payments.

""Our mission is to build innovative financial products that allow consumers and businesses to participate in the global economy by bringing down barriers such as cost, complexity and processing delays,"" stated Denis Kiselev, CEO of SnapSwap who founded the company in the US in 2012. ""We are employing the cutting-edge technologies of the emerging Internet of Value to foster financial inclusion and efficiency"".

He concluded: ""We believe this is the first step of the creation of a crypto protocols ecosystem that will develop within an established structure of financial regulation and supervision"".

Photo by SnapSwap (Founder and CEO, Denis Kiselev)","Luxembourg Minister of Finance Pierre Gramegna has granted a license to provide services as a regulated payment institution to SnapSwap International S.A., the company reported today.

The license will allow SnapSwap, a team of engineers and financial specialists building payment and settlement technology products and services, to offer payments, remittances and currency exchange services utilising modern cryptographic technologies, crypto-currencies and internet protocols, such as blockchain and open ledger consensus.

SnapSwap announced it will start its operations for the European Union out of Luxembourg, where it holds its international headquarters, in January 2016. It will be held under the regulatory supervision of the Commission de Surveillance du Secteur Financier (CSSF), as a payment institution pursuant to the 'Law of 10 November 2009 on payment services, on the activity of electronic money institution and settlement finality on payment and securitites settlement systems'.

SnapSwap's operations, beginning in early 2016, will involve holding payment accounts and providing services to individuals, companies and financial institutions within the European Union and worldwide. The company is able to process payment instruments on distributed payment networks, allowing faster, less expensive and more accessible payments.

""Our mission is to build innovative financial products that allow consumers and businesses to participate in the global economy by bringing down barriers such as cost, complexity and processing delays,"" stated Denis Kiselev, CEO of SnapSwap who founded the company in the US in 2012. ""We are employing the cutting-edge technologies of the emerging Internet of Value to foster financial inclusion and efficiency"".

He concluded: ""We believe this is the first step of the creation of a crypto protocols ecosystem that will develop within an established structure of financial regulation and supervision"".

Photo by SnapSwap (Founder and CEO, Denis Kiselev)",0,"[('virtual', 0.04537402), ('financial', 0.028159728), ('risk', 0.027705299), ('european', 0.022151865), ('legal', 0.022136075), ('issued', 0.022047507), ('authority', 0.018713262), ('3', 0.018013643), ('central', 0.017341798), ('trading', 0.015194941)]",0,"[('use', 0.062151197), ('copyright', 0.024864022), ('library', 0.019866286), ('government', 0.019797979), ('item', 0.018867392), ('law', 0.018566867), ('bitcoin', 0.017421842), ('reuse', 0.017286222), ('right', 0.016354026), ('permission', 0.016217122)]"
